MANDT,MBLNR,MJAHR,VGART,BLART,BLAUM,BLDAT,BUDAT,CPUDT,CPUTM,AEDAT,USNAM,TCODE,XBLNR,BKTXT,FRATH,FRBNR,WEVER,XABLN,AWSYS,BLA2D,TCODE2,BFWMS,EXNUM,SPE_BUDAT_UHR,SPE_BUDAT_ZONE,LE_VBELN,SPE_LOGSYS,SPE_MDNUM_EWM,GTS_CUSREF_NO,FLS_RSTO,MSR_ACTIVE,KNUMV,XCOMPL
140,4900001876,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:54,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001877,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:54,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001878,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:54,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001879,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:54,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001880,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:54,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001881,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:54,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001882,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:55,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001883,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:55,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001884,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:55,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001885,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:55,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001886,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:55,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001887,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:55,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001888,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:55,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001889,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:55,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001890,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:55,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001891,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:55,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001892,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:55,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001893,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:55,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001894,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:55,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001895,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:56,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001896,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:56,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001897,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:56,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001898,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:56,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001899,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:56,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001900,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:56,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001901,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:56,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001902,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:56,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001903,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:56,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001904,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:56,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001905,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:56,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001906,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:56,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001907,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:56,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001908,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:56,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001909,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:57,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001910,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:57,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001911,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:57,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001912,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:57,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001913,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:57,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001914,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:57,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001915,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:57,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001916,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:57,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001917,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:57,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001918,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:57,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001919,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:57,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001920,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:57,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001921,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:57,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001922,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:58,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001923,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:58,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001924,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:58,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001925,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:58,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001926,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:58,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001927,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:58,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001928,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:58,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001929,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:58,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001930,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:58,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001931,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:58,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001932,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:58,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001933,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:58,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001934,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:58,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001935,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:59,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001936,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:59,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001937,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:59,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001938,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:59,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001939,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:59,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001940,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:59,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001941,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:59,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001942,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:59,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001943,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:59,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001944,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:59,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001945,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:59,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001946,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:59,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001947,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:59,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001948,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:16:59,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001949,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:00,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001950,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:00,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001951,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:00,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001952,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:00,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001953,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:00,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001954,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:00,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001955,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:00,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001956,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:00,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001957,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:00,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001958,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:00,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001959,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:00,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001960,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:00,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001961,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:00,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001962,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:01,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001963,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:01,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001964,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:01,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001965,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:01,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001966,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:01,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001967,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:01,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001968,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:01,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001969,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:01,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001970,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:01,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001971,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:01,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001972,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:01,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001973,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:01,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001974,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:01,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001975,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:02,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001976,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:02,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001977,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:02,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001978,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:02,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001979,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:02,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001980,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:02,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001981,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:02,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001982,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:02,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001983,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:02,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001984,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:02,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001985,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:02,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001986,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:02,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001987,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:02,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001988,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:02,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001989,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:03,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001990,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:03,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001991,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:03,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001992,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:03,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001993,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:03,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001994,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:03,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001995,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:03,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001996,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:03,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001997,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:03,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001998,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:03,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900001999,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:03,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900002000,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:03,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900002001,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:03,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900002002,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:04,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900002003,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:04,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900002004,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:04,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900002005,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:04,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900002006,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:04,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900002007,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:04,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900002008,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:04,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900002009,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:04,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900002010,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:04,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900002011,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:04,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900002012,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:04,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900002013,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:04,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900002014,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:04,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
140,4900002015,2016,WA,WA,PR,5/27/16,5/27/16,5/27/16,13:17:05,00/00/0000,BOETTCHER,,,,0,,2,,HELCLNT140,,MB1C,,,0:00:00,,,,,,,,,
