MANDT,BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,MONAT,CPUDT,CPUTM,AEDAT,UPDDT,WWERT,USNAM,TCODE,BVORG,XBLNR,DBBLG,DBBLG_GJAHR,DBBLG_BUKRS,STBLG,STJAH,BKTXT,WAERS,KURSF,KZWRS,KZKRS,BSTAT,XNETB,FRATH,XRUEB,GLVOR,GRPID,DOKID,ARCID,IBLAR,AWTYP,AWKEY,FIKRS,HWAER,HWAE2,HWAE3,KURS2,KURS3,BASW2,BASW3,UMRD2,UMRD3,XSTOV,STODT,XMWST,CURT2,CURT3,KUTY2,KUTY3,XSNET,AUSBK,XUSVR,DUEFL,AWSYS,TXKRS,CTXKRS,LOTKZ,XWVOF,STGRD,PPNAM,PPDAT,PPTME,BRNCH,NUMPG,ADISC,XREF1_HD,XREF2_HD,XREVERSAL,REINDAT,RLDNR,LDGRP,PROPMANO,XBLNR_ALT,VATDATE,DOCCAT,XSPLIT,CASH_ALLOC,FOLLOW_ON,XREORG,SUBSET,KURST,KURSX,KUR2X,KUR3X
140,DE00,4900000356,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:17,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000357,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:18,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000358,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:19,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000359,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:21,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000360,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:22,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000361,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:23,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000362,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:25,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000363,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:26,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000364,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:28,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000365,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:29,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000366,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:31,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000367,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:32,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000368,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:33,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000369,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:35,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000370,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:36,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000371,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:37,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000372,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:38,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000373,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:39,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000374,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:40,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000375,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:42,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000376,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:43,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000377,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:45,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000378,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:46,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000379,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:47,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000380,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:48,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000381,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:49,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000382,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:51,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000383,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:52,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000384,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:53,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000385,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:54,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000386,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:55,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000387,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:56,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000388,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:57,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000389,2018,WA,7/11/18,7/11/18,7,7/11/18,10:45:59,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000390,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:00,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000391,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:01,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000392,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:02,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000393,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:03,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000394,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:04,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000395,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:05,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000396,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:07,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000397,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:08,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000398,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:09,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000399,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:10,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000400,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:11,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000401,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:12,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000402,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:13,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000403,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:14,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000404,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:16,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000405,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:17,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000406,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:18,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000407,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:19,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000408,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:20,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000409,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:21,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000410,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:22,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000411,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:23,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000412,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:25,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000413,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:26,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000414,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:27,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000415,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:28,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000416,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:29,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
140,DE00,4900000417,2018,WA,7/11/18,7/11/18,7,7/11/18,10:46:30,00/00/0000,00/00/0000,7/11/18,BRUSS,MIGO_GI,,,,0,,,0,,EUR,0,,0,,,0,,RMWA,,,,,MKPF,4.9E+13,,EUR,,,0,0,,,,,,00/00/0000,,,,,,,,,,,0,0,,,,,00/00/0000,0:00:00,,0,,,,,00/00/0000,,,,,00/00/0000,,,,,,,M,0,0,0
