MANDT,EBELN,EBELP,LOEKZ,STATU,AEDAT,TXZ01,MATNR,EMATN,BUKRS,WERKS,LGORT,BEDNR,MATKL,INFNR,IDNLF,KTMNG,MENGE,MEINS,BPRME,BPUMZ,BPUMN,UMREZ,UMREN,NETPR,PEINH,NETWR,BRTWR,AGDAT,WEBAZ,MWSKZ,BONUS,INSMK,SPINF,PRSDR,SCHPR,MAHNZ,MAHN1,MAHN2,MAHN3,UEBTO,UEBTK,UNTTO,BWTAR,BWTTY,ABSKZ,AGMEM,ELIKZ,EREKZ,PSTYP,KNTTP,KZVBR,VRTKZ,TWRKZ,WEPOS,WEUNB,REPOS,WEBRE,KZABS,LABNR,KONNR,KTPNR,ABDAT,ABFTZ,ETFZ1,ETFZ2,KZSTU,NOTKZ,LMEIN,EVERS,ZWERT,NAVNW,ABMNG,PRDAT,BSTYP,EFFWR,XOBLR,KUNNR,ADRNR,EKKOL,SKTOF,STAFO,PLIFZ,NTGEW,GEWEI,TXJCD,ETDRK,SOBKZ,ARSNR,ARSPS,INSNC,SSQSS,ZGTYP,EAN11,BSTAE,REVLV,GEBER
140,4500000059,10,,,00/00/0000,Off Road Tire,ORTR1111,ORTR1111,US00,DL00,,,RAW,,,0,200,EA,EA,1,1,1,1,10,0,0,0,00/00/0000,0,,,,A,,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/4/19,F,0,,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000060,10,,,00/00/0000,Off Road Tire,ORTR1111,ORTR1111,US00,DL00,,,RAW,,,0,200,EA,EA,1,1,1,1,10,0,0,0,00/00/0000,0,,,,A,,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,0,,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000061,10,,,2/5/19,Off Road Helmet,OHMT1040,OHMT1040,US00,MI00,,,SFTY,5300000023,,0,500,EA,EA,1,1,1,1,24,1,"12,000.00","12,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,"12,000.00",X,,,,,SAP,1,15,OZ,FL0000000,,,0,0,,,,,,,
140,4500000062,10,,,2/5/19,Off Road Tire,ORTR1040,ORTR1040,US00,DL00,,,RAW,5300000055,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000063,10,,,2/5/19,Off Road Tire,ORTR1111,ORTR1111,US00,DL00,,,RAW,5300000056,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000064,10,,,2/5/19,Off Road Tire,ORTR1019,ORTR1019,US00,DL00,,,RAW,5300000057,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000065,10,,,2/5/19,Off Road Tire,ORTR1019,ORTR1019,US00,DL00,,,RAW,5300000057,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000066,10,,,2/5/19,Off Road Tire,ORTR1019,ORTR1019,US00,DL00,,,RAW,5300000057,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000067,10,,,00/00/0000,Off Road Tire,ORTR1025,ORTR1025,US00,DL00,,,RAW,,,0,200,EA,EA,1,1,1,1,10,0,0,0,00/00/0000,0,,,,A,,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,0,,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000068,10,,,2/5/19,Off Road Tire,ORTR1017,ORTR1017,US00,DL00,,,RAW,5300000058,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000069,10,,,2/5/19,Off Road Tire,ORTR1025,ORTR1025,US00,DL00,,,RAW,5300000059,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000070,20,,,00/00/0000,Off Road Tire,ORTR1023,ORTR1023,US00,DL00,,,RAW,,,0,200,EA,EA,1,1,1,1,10,0,0,0,00/00/0000,0,,,,A,,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,0,,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000071,10,,,2/5/19,Off Road Tire,ORTR1023,ORTR1023,US00,DL00,,,RAW,5300000060,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000072,10,,,2/5/19,Off Road Tire,ORTR1023,ORTR1023,US00,DL00,,,RAW,5300000060,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000073,10,,,2/5/19,Off Road Tire,ORTR1036,ORTR1036,US00,DL00,,,RAW,5300000061,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000074,10,,,2/5/19,Off Road Tire,ORTR1026,ORTR1026,US00,DL00,,,RAW,5300000062,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000075,10,,,2/5/19,Off Road Tire,ORTR1033,ORTR1033,US00,DL00,,,RAW,5300000063,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000076,20,,,2/5/19,Off Road Tire,ORTR1028,ORTR1028,US00,DL00,,,RAW,5300000064,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/5/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000077,10,,,2/5/19,Off-Road-Tire,ORTR1004,ORTR1004,US00,DL00,,,RAW,5300000065,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/6/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000078,10,,,2/6/19,Off Road Tire,ORTR1102,ORTR1102,US00,DL00,,,RAW,5300000072,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/6/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000079,10,,,2/6/19,Plane Paper,PLANE PAPER 000,PLANE PAPER 000,US00,DL00,,,RAW,5300000066,,0,"1,000.00",EA,EA,1,1,1,1,0.05,1,50,50,00/00/0000,1,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/6/19,F,50,X,,,,,SAP,0,0,OZ,TX0000000,,,0,0,,,,,,,
140,4500000080,10,,,2/6/19,Flugzeug Papier,PLANE PAPER 000,PLANE PAPER 000,DE00,HD00,,,RAW,5300000067,,0,"1,000.00",EA,EA,1,1,1,1,0.03,1,30,30,00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/6/19,F,30,X,,,,,SAP,0,0,OZ,,,,0,0,,,,,,,
140,4500000081,10,,,2/6/19,Off Road Tire,ORTR1007,ORTR1007,US00,DL00,,,RAW,5300000068,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/6/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000082,10,,,2/6/19,Paper for Planes,PLANE PAPER 100,PLANE PAPER 100,US00,DL00,,,RAW,5300000069,,0,"1,000.00",EA,EA,1,1,1,1,10,1,"10,000.00","10,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/6/19,F,"10,000.00",X,,,,,SAP,0,0,OZ,TX0000000,,,0,0,,,,,,,
140,4500000083,10,,,2/6/19,Paper for Planes,PLANE PAPER 100,PLANE PAPER 100,US00,DL00,,,RAW,5300000069,,0,"20,000.00",EA,EA,1,1,1,1,10,1,"200,000.00","200,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/6/19,F,"200,000.00",X,,,,,SAP,0,0,LB,TX0000000,,,0,0,,,,,,,
140,4500000084,10,,,2/6/19,Papier fuer Flugzeuge,PLANE PAPER 100,PLANE PAPER 100,DE00,HD00,,,RAW,5300000070,,0,5,PAL,PAL,1,1,10000,1,8,1,40,40,00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/6/19,F,40,X,,,,,SAP,0,0,LB,,,,0,0,,,,,,,
140,4500000085,10,,,2/6/19,Off Road Helmet,OHMT1022,OHMT1022,US00,MI00,,,SFTY,5300000071,,0,10,EA,EA,1,1,1,1,24,1,240,240,00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/6/19,F,240,X,,,,,SAP,1,15,OZ,FL0000000,,,0,0,,,,,,,
140,4500000086,10,,,2/6/19,Off Road Tire,ORTR1021,ORTR1021,US00,DL00,,,RAW,5300000073,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/6/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
140,4500000087,10,,,2/6/19,Off Road Tire,ORTR1031,ORTR1031,US00,DL00,,,RAW,5300000074,,0,200,EA,EA,1,1,1,1,10,1,"2,000.00","2,000.00",00/00/0000,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,00/00/0000,0,0,0,,,EA,,0,0,0,2/6/19,F,"2,000.00",X,,,,,SAP,1,700,G,TX0000000,,,0,0,,,,,,,
