CLIENT,KNUMV,KPOSN,STUNR,ZAEHK,KAPPL,KSCHL,KDATU,KRECH,KAWRT,KBETR,WAERS,KKURS,KPEIN,KMEIN,KUMZA,KUMNE,KNTYP,KSTAT,KNPRS,KRUEK,KRELI,KHERK,KGRPE,KOLNR,KNUMH,KOPOS,KVSL1,SAKN1,MWSK1,KVSL2,SAKN2,MWSK2,LIFNR,KDIFF,KWERT,WAERK,KSTEU,KINAK,KOAID,ZAEKO,KFAKTOR,KDUPL,KFAKTOR1,KZBZG,KSTBS,KONMS,KONWS,KWAEH,KWERT_K,KFKIV,KMPRS,PRSQU,TXJLV,KBFLAG,KOUPD,KMXAW,KMXWR,KAWRT_K,KUNNR,KVARC,VARCOND,KTREL,MDFLG,_DATAAGING,CPF_GUID,KAQTY,VAL_ZERO
140,1000000089,10,1,1,M,PBXX,2.01902E+13,C,"1,000.00",0.05,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,50,USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000089,10,21,1,M,NAVM,2.01902E+13,B,50,0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000089,10,35,1,M,SKTO,2.01902E+13,A,50,0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000089,10,60,1,M,WOTB,2.01902E+13,C,"1,000.00",0.05,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,50,USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000090,10,1,1,M,PBXX,2.01902E+13,C,"1,000.00",0.03,EUR,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,30,EUR,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000090,10,21,1,M,NAVM,2.01902E+13,B,30,0,EUR,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,EUR,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000090,10,35,1,M,SKTO,2.01902E+13,A,30,0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,EUR,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000090,10,60,1,M,WOTB,2.01902E+13,C,"1,000.00",0.03,EUR,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,30,EUR,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000091,10,1,1,M,PBXX,2.01902E+13,C,200,10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000091,10,21,1,M,NAVM,2.01902E+13,B,"2,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000091,10,35,1,M,SKTO,2.01902E+13,A,"2,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000091,10,60,1,M,WOTB,2.01902E+13,C,200,10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000092,10,1,1,M,PBXX,2.01902E+13,C,"1,000.00",10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"10,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000092,10,21,1,M,NAVM,2.01902E+13,B,"10,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000092,10,35,1,M,SKTO,2.01902E+13,A,"10,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000092,10,60,1,M,WOTB,2.01902E+13,C,"1,000.00",10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"10,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000093,10,1,1,M,PBXX,2.01902E+13,C,"20,000.00",10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"200,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000093,10,21,1,M,NAVM,2.01902E+13,B,"200,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000093,10,35,1,M,SKTO,2.01902E+13,A,"200,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000093,10,60,1,M,WOTB,2.01902E+13,C,"20,000.00",10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"200,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000094,10,1,1,M,PBXX,2.01902E+13,C,5,8,EUR,1,1,PAL,1,1,H,,,,,A,,0,,0,,,,,,,,0,40,EUR,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000094,10,21,1,M,NAVM,2.01902E+13,B,40,0,EUR,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,EUR,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000094,10,35,1,M,SKTO,2.01902E+13,A,40,0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,EUR,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000094,10,60,1,M,WOTB,2.01902E+13,C,5,8,EUR,1,1,PAL,1,1,,X,,,,A,,0,,0,,,,,,,,0,40,EUR,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000095,10,1,1,M,PBXX,2.01902E+13,C,10,24,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,240,USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000095,10,21,1,M,NAVM,2.01902E+13,B,240,0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000095,10,35,1,M,SKTO,2.01902E+13,A,240,0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000095,10,60,1,M,WOTB,2.01902E+13,C,10,24,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,240,USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000096,10,1,1,M,PBXX,2.01902E+13,C,200,10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000096,10,21,1,M,NAVM,2.01902E+13,B,"2,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000096,10,35,1,M,SKTO,2.01902E+13,A,"2,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000096,10,60,1,M,WOTB,2.01902E+13,C,200,10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000097,10,1,1,M,PBXX,2.01902E+13,C,200,10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000097,10,21,1,M,NAVM,2.01902E+13,B,"2,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000097,10,35,1,M,SKTO,2.01902E+13,A,"2,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000097,10,60,1,M,WOTB,2.01902E+13,C,200,10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000098,10,1,1,M,PBXX,2.01902E+13,C,200,10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000098,10,21,1,M,NAVM,2.01902E+13,B,"2,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000098,10,35,1,M,SKTO,2.01902E+13,A,"2,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000098,10,60,1,M,WOTB,2.01902E+13,C,200,10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000099,10,1,1,M,PBXX,2.01902E+13,C,200,10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000099,10,21,1,M,NAVM,2.01902E+13,B,"2,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000099,10,35,1,M,SKTO,2.01902E+13,A,"2,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000099,10,60,1,M,WOTB,2.01902E+13,C,200,10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000100,10,1,1,M,PBXX,2.01902E+13,C,10,10,USD,1,1,PAL,1,1,H,,,,,A,,0,,0,,,,,,,,0,100,USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000100,10,21,1,M,NAVM,2.01902E+13,B,100,0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000100,10,35,1,M,SKTO,2.01902E+13,A,100,0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000100,10,60,1,M,WOTB,2.01902E+13,C,10,10,USD,1,1,PAL,1,1,,X,,,,A,,0,,0,,,,,,,,0,100,USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000101,10,1,1,M,PBXX,2.01902E+13,C,200,10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000101,10,21,1,M,NAVM,2.01902E+13,B,"2,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000101,10,35,1,M,SKTO,2.01902E+13,A,"2,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000101,10,60,1,M,WOTB,2.01902E+13,C,200,10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000102,10,1,1,M,PBXX,2.01901E+13,C,200,10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000102,10,21,1,M,NAVM,2.01901E+13,B,"2,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000102,10,35,1,M,SKTO,2.01901E+13,A,"2,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000102,10,60,1,M,WOTB,2.01901E+13,C,200,10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000103,10,1,1,M,PBXX,2.01902E+13,C,200,10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000103,10,21,1,M,NAVM,2.01902E+13,B,"2,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000103,10,35,1,M,SKTO,2.01902E+13,A,"2,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000103,10,60,1,M,WOTB,2.01902E+13,C,200,10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000104,10,1,1,M,PBXX,2.01902E+13,C,200,10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000104,10,21,1,M,NAVM,2.01902E+13,B,"2,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000104,10,35,1,M,SKTO,2.01902E+13,A,"2,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000104,10,60,1,M,WOTB,2.01902E+13,C,200,10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000105,10,1,1,M,PBXX,2.01902E+13,C,200,10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000105,10,21,1,M,NAVM,2.01902E+13,B,"2,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000105,10,35,1,M,SKTO,2.01902E+13,A,"2,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000105,10,60,1,M,WOTB,2.01902E+13,C,200,10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000106,10,1,1,M,PBXX,2.01902E+13,C,200,10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000106,10,21,1,M,NAVM,2.01902E+13,B,"2,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000106,10,35,1,M,SKTO,2.01902E+13,A,"2,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000106,10,60,1,M,WOTB,2.01902E+13,C,200,10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000107,10,1,1,M,PBXX,2.01902E+13,C,200,10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000107,10,21,1,M,NAVM,2.01902E+13,B,"2,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000107,10,35,1,M,SKTO,2.01902E+13,A,"2,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000107,10,60,1,M,WOTB,2.01902E+13,C,200,10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000108,10,1,1,M,PBXX,2.01902E+13,C,200,10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000108,10,21,1,M,NAVM,2.01902E+13,B,"2,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000108,10,35,1,M,SKTO,2.01902E+13,A,"2,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000108,10,60,1,M,WOTB,2.01902E+13,C,200,10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000109,10,1,1,M,PBXX,2.01902E+13,C,200,10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000109,10,21,1,M,NAVM,2.01902E+13,B,"2,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000109,10,35,1,M,SKTO,2.01902E+13,A,"2,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000109,10,60,1,M,WOTB,2.01902E+13,C,200,10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000110,10,1,1,M,PBXX,2.01902E+13,C,200,10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000110,10,21,1,M,NAVM,2.01902E+13,B,"2,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000110,10,35,1,M,SKTO,2.01902E+13,A,"2,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000110,10,60,1,M,WOTB,2.01902E+13,C,200,10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000111,10,1,1,M,PBXX,2.01902E+13,C,200,10,USD,1,1,EA,1,1,H,,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000111,10,21,1,M,NAVM,2.01902E+13,B,"2,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000111,10,35,1,M,SKTO,2.01902E+13,A,"2,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000111,10,60,1,M,WOTB,2.01902E+13,C,200,10,USD,1,1,EA,1,1,,X,,,,A,,0,,0,,,,,,,,0,"2,000.00",USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000112,10,1,1,M,PBXX,2.01902E+13,C,0.1,100,USD,1,10,PAL,1,1,H,,,,,A,,0,,0,,,,,,,,0,1,USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000112,10,21,1,M,NAVM,2.01902E+13,B,1,0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000112,10,35,1,M,SKTO,2.01902E+13,A,1,0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000112,10,60,1,M,WOTB,2.01902E+13,C,0.1,100,USD,1,10,PAL,1,1,,X,,,,A,,0,,0,,,,,,,,0,1,USD,A,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000113,10,1,1,M,PBXX,2.01902E+13,C,"1,000.00",10,USD,1,1,EA,1,100,H,,,,,A,,0,,0,,,,,,,,0,"10,000.00",USD,C,,B,0,0.00E+00,,0.00E+00,,0,,,,0,,X,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000113,10,21,1,M,NAVM,2.01902E+13,B,"10,000.00",0,USD,1,0,,0,0,N,X,,,,A,,0,,0,,,,,,,,0,0,USD,A,,D,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
140,1000000113,10,35,1,M,SKTO,2.01902E+13,A,"10,000.00",0,,0,0,,0,0,E,X,,,,A,X,0,,0,,,,,,,,0,0,USD,A,,A,0,0.00E+00,,0.00E+00,,0,,,,0,,,,,0,,,,0,,,,,,00/00/0000,,0,
